location_id,trueskill_score
50f56267fdc9f065f00059fa,24.9607393894
50f561ccfdc9f065f000576c,27.1158641155
50f562d5fdc9f065f0005a85,28.5139372288
50f561c4fdc9f065f00056cb,27.4886917324
50f5625bfdc9f065f000596a,31.1708702259
50f5609bfdc9f065f00052a1,22.5599437389
50f5609bfdc9f065f00052c9,16.3233109294
50f560edfdc9f065f000530a,22.743582218
50f56269fdc9f065f0005a67,26.553050665
50f56087fdc9f065f0005185,24.15912855
50f561ccfdc9f065f0005747,27.1668114457
50f561c4fdc9f065f00056d6,31.3445955235
50f56256fdc9f065f000591d,17.3453988035
50f56060fdc9f065f0005160,24.9421314264
50f56060fdc9f065f0005163,29.7695500881
50f56088fdc9f065f0005199,17.4984145017
50f56089fdc9f065f00051a2,29.7695500881
50f56089fdc9f065f00051a5,32.5015854983
50f5608dfdc9f065f00051dd,29.7695500881
50f5608dfdc9f065f00051de,29.7695500881
50f56091fdc9f065f000520f,20.2304499119
50f56091fdc9f065f000521a,31.5967293972
50f56092fdc9f065f0005224,25.0
50f56092fdc9f065f000524c,32.5015854983
50f5609afdc9f065f0005278,22.2317071794
50f5609afdc9f065f0005285,17.4984145017
50f5609bfdc9f065f00052b4,34.7095541897
50f5609bfdc9f065f00052c0,29.3963314516
50f5609bfdc9f065f00052c3,22.2132063398
50f5609bfdc9f065f00052d8,17.8514369234
50f560edfdc9f065f0005302,28.7038485819
50f560edfdc9f065f0005307,26.1583392363
50f560eefdc9f065f0005311,33.0183328124
50f560effdc9f065f000531a,31.2474390043
50f560effdc9f065f0005320,31.7003208883
50f560effdc9f065f0005327,34.5238832668
50f560f1fdc9f065f000533a,31.5967293972
50f560f2fdc9f065f0005350,29.7695500881
50f560f4fdc9f065f000535b,34.4846187618
50f560f9fdc9f065f000538d,25.8676956239
50f560fafdc9f065f0005391,17.4984145017
50f560fafdc9f065f00053b2,25.0
50f560fafdc9f065f00053b7,20.5042201759
50f560fafdc9f065f00053c5,24.4269499471
50f560fbfdc9f065f00053d4,17.1120445705
50f5611dfdc9f065f000540b,20.6478105911
50f56120fdc9f065f0005442,34.0168334141
50f56121fdc9f065f0005445,29.007391681
50f56122fdc9f065f0005456,25.0
50f56122fdc9f065f0005460,18.2996791117
50f56122fdc9f065f0005466,29.7695500881
