location_id,trueskill_score
50f561ccfdc9f065f0005746,18.3995794381
50f561cbfdc9f065f0005719,34.5541668423
50f56091fdc9f065f0005212,25.7115477209
50f56195fdc9f065f0005561,22.3358224257
50f560ecfdc9f065f00052ed,26.7658457954
50f56202fdc9f065f0005852,32.3168119895
50f560ecfdc9f065f00052f1,30.2026646506
50f562ddfdc9f065f0005af6,29.7219654746
50f56257fdc9f065f0005928,25.979028406
50f562e4fdc9f065f0005b85,24.9995876246
50f5608afdc9f065f00051c5,31.142421361
50f56204fdc9f065f00058b5,23.4220116481
50f562ddfdc9f065f0005af4,30.2666940426
50f5619ffdc9f065f00055eb,31.4041069519
50f561bcfdc9f065f0005641,24.1348517678
50f560eefdc9f065f0005312,30.0477783851
50f562d7fdc9f065f0005aa9,29.7705817889
50f561fafdc9f065f0005804,22.7754870646
50f561f2fdc9f065f00057a2,28.7778389641
50f560f5fdc9f065f0005386,22.7252408407
50f5611ffdc9f065f0005432,25.9719670646
50f561f0fdc9f065f0005781,25.6008982246
50f562e3fdc9f065f0005b62,21.7868821855
50f561ccfdc9f065f0005769,24.5694367312
50f560f4fdc9f065f0005367,33.5871510503
50f56198fdc9f065f0005599,26.7149978939
50f560f4fdc9f065f000535b,32.0816293391
50f56086fdc9f065f0005177,23.7747033544
50f5609bfdc9f065f000529d,31.1362665545
50f5608bfdc9f065f00051d1,21.8168236348
50f5612dfdc9f065f00054f2,23.1518618054
50f56269fdc9f065f0005a64,26.8797812301
50f5612efdc9f065f00054fe,25.3396684363
50f561ccfdc9f065f0005758,25.4697132779
50f5608afdc9f065f00051b8,26.7385510107
50f561fafdc9f065f000581d,26.8173932049
50f56267fdc9f065f00059d8,28.5942551904
50f5625ffdc9f065f00059a5,23.2811379815
50f56267fdc9f065f00059ea,28.3734986743
50f5609bfdc9f065f00052d7,29.4868248696
50f56204fdc9f065f00058a5,24.8277435254
50f5625bfdc9f065f000597f,27.6388137814
50f5608dfdc9f065f00051e6,19.399670986
50f562ddfdc9f065f0005b1d,27.4959931215
50f561c1fdc9f065f000569a,32.8887037174
50f561c1fdc9f065f00056a1,22.788659384
50f562d5fdc9f065f0005a84,26.030812622
50f562e3fdc9f065f0005b6e,29.9809545179
50f561fafdc9f065f0005823,22.7549305466
50f56195fdc9f065f0005570,17.059211855
50f5612dfdc9f065f00054de,23.7269838755
50f5608afdc9f065f00051c7,15.6404561852
50f56120fdc9f065f0005438,23.3490792828
50f562e3fdc9f065f0005b63,28.6596740454
50f56203fdc9f065f0005876,20.2452420919
50f561fafdc9f065f0005818,26.3086799916
50f5612dfdc9f065f00054c4,31.1548443098
50f5612efdc9f065f0005521,30.9668192519
50f561ccfdc9f065f000573a,29.8787806872
50f56269fdc9f065f0005a68,33.0455541952
50f561c0fdc9f065f0005687,31.4210047027
50f5609bfdc9f065f00052ba,26.7064938151
50f56125fdc9f065f000548a,23.7282153319
50f56060fdc9f065f0005162,34.0832301259
50f56195fdc9f065f0005574,27.1534276595
50f5625ffdc9f065f0005981,30.0106937739
50f562e2fdc9f065f0005b22,21.7994059115
50f5609afdc9f065f0005280,24.5451203766
50f5609afdc9f065f0005296,28.4604878624
50f5612efdc9f065f000551d,29.629289879
50f56125fdc9f065f0005478,30.9169812016
50f561cbfdc9f065f0005715,26.4342232563
50f56255fdc9f065f0005907,26.9645918515
50f5609bfdc9f065f00052d8,18.7674639656
50f56061fdc9f065f0005171,25.0504091909
50f560fafdc9f065f000539f,27.0490489766
50f5612efdc9f065f000550d,22.1077995406
50f560edfdc9f065f0005301,32.4296851593
50f561bdfdc9f065f0005655,26.4634280002
50f561c4fdc9f065f00056cd,24.0170855686
50f562dafdc9f065f0005aea,29.7867477542
50f5619afdc9f065f00055c2,28.977838034
50f5608afdc9f065f00051b0,33.627428605
50f561fbfdc9f065f0005841,20.1723159417
50f56203fdc9f065f000588b,28.1578067142
50f5608bfdc9f065f00051cd,28.3895655909
50f561cbfdc9f065f0005704,28.073589112
50f5625ffdc9f065f000599b,27.6657940109
50f56125fdc9f065f000549f,26.2654653456
50f56198fdc9f065f00055ac,25.868454388
50f562ddfdc9f065f0005b05,24.0475961229
50f5609bfdc9f065f00052b8,24.278545259
50f56092fdc9f065f0005243,25.4600143456
50f561f3fdc9f065f00057b9,25.7936774919
50f56122fdc9f065f0005450,23.1975888038
50f56267fdc9f065f00059e0,27.4622198176
50f56256fdc9f065f0005911,19.2723021438
50f56260fdc9f065f00059b6,27.6987767022
50f561c4fdc9f065f00056be,22.9996917917
50f562d6fdc9f065f0005a91,31.5754788847
50f5619bfdc9f065f00055d3,29.7768078626
50f5625ffdc9f065f0005990,27.4398987736
50f561c1fdc9f065f00056a0,18.8940342384
50f562e3fdc9f065f0005b79,19.3720174708
50f56267fdc9f065f00059fc,21.6844491137
50f5625ffdc9f065f00059b0,30.7855234444
50f5608afdc9f065f00051bf,30.5576780459
50f560fbfdc9f065f00053d3,26.1980852133
50f5625afdc9f065f0005961,34.5200674664
50f561f0fdc9f065f0005786,28.2119987949
50f561f6fdc9f065f00057f1,25.2367688905
50f5612efdc9f065f0005513,26.7793705224
50f561c1fdc9f065f00056a7,26.955171295
50f561bcfdc9f065f0005647,28.8997504683
50f5608dfdc9f065f00051e1,27.6972504633
50f56267fdc9f065f00059ee,20.7680017456
50f5619ffdc9f065f00055fe,32.7339459075
50f56204fdc9f065f00058b4,32.0330492228
50f560effdc9f065f000531f,25.0689462948
50f56258fdc9f065f0005934,34.0559919243
50f5608dfdc9f065f00051ee,24.6403871292
50f56205fdc9f065f00058d5,27.6376916122
50f56205fdc9f065f00058e5,28.5217277716
50f561c4fdc9f065f00056d8,21.700595542
50f562ddfdc9f065f0005b07,19.6738944397
50f56091fdc9f065f0005208,27.4398595946
50f56125fdc9f065f000548c,30.8650367727
50f5612ffdc9f065f000553d,24.6536418976
50f56092fdc9f065f0005232,20.3403194405
50f562e2fdc9f065f0005b21,29.5588333895
50f5609bfdc9f065f00052ac,18.2202773921
50f56086fdc9f065f000517e,25.0207525992
50f561bcfdc9f065f0005649,30.9392742716
50f5612efdc9f065f00054ff,24.5181269332
50f561fbfdc9f065f0005834,30.697246426
50f561f4fdc9f065f00057c9,24.1454716098
50f56269fdc9f065f0005a6d,28.699486456
50f56196fdc9f065f0005579,29.3205191273
50f561c4fdc9f065f00056c9,25.1975751715
50f56092fdc9f065f000524c,24.5840014734
50f560fafdc9f065f00053b0,26.421968926
50f561a0fdc9f065f0005623,24.4194246668
50f560fbfdc9f065f00053f5,25.1248496519
50f5608afdc9f065f00051ae,32.5585252033
50f562d6fdc9f065f0005a9c,23.6120379046
50f561fafdc9f065f00057fb,29.9278934881
50f562d5fdc9f065f0005a8f,26.8588892147
50f560f4fdc9f065f0005377,20.1299394148
50f56092fdc9f065f000523e,21.9842236735
50f56198fdc9f065f00055a2,31.8783863594
50f560fafdc9f065f0005393,17.3504457129
50f560f4fdc9f065f0005363,27.2446052388
50f562e3fdc9f065f0005b43,22.6131227127
50f56269fdc9f065f0005a53,24.9938111445
50f56195fdc9f065f0005563,21.8040999465
50f5619ffdc9f065f00055dc,27.9611083671
50f56204fdc9f065f000589e,25.4207984005
50f56267fdc9f065f00059d5,28.8890887277
50f5609bfdc9f065f00052c5,29.4127036153
50f56268fdc9f065f0005a4b,25.0898540811
50f561c4fdc9f065f00056b7,30.9610238317
50f5609afdc9f065f000526f,23.7536823566
50f56268fdc9f065f0005a3d,26.2845861293
50f561a0fdc9f065f0005627,28.7125060012
50f562e3fdc9f065f0005b76,28.8728315431
50f562ddfdc9f065f0005b04,27.6559496081
50f561bffdc9f065f000566e,32.5262110047
50f56257fdc9f065f000592a,17.8160542337
50f5609cfdc9f065f00052df,31.4407270209
50f561f3fdc9f065f00057a6,29.8594553394
50f561c1fdc9f065f00056a2,29.240783678
50f561cbfdc9f065f0005714,30.7345301612
50f56255fdc9f065f0005904,28.4447670443
50f56125fdc9f065f000547b,21.0895292868
50f5609cfdc9f065f00052dc,32.6721503179
50f56259fdc9f065f0005946,27.248656941
50f562d6fdc9f065f0005a97,29.5126328241
50f56126fdc9f065f00054aa,22.5648140433
50f5625bfdc9f065f000597d,24.9272348458
50f56125fdc9f065f0005498,23.5657737352
50f56202fdc9f065f000585c,28.2152702309
50f5609afdc9f065f0005269,26.2082989221
50f56258fdc9f065f0005938,29.2273454057
50f56125fdc9f065f0005499,21.6807445399
50f56125fdc9f065f0005479,19.9231785246
50f561a0fdc9f065f0005620,33.3459908013
50f56091fdc9f065f0005215,14.7920977039
50f560effdc9f065f000531b,25.1466188212
50f56259fdc9f065f0005942,21.9308870418
50f5609bfdc9f065f00052d6,20.4715953392
50f560edfdc9f065f00052fe,23.3237483548
50f560f5fdc9f065f000537c,30.1499337477
50f560effdc9f065f000531c,22.5496562135
50f56089fdc9f065f00051a8,24.4024731097
50f560f0fdc9f065f0005331,23.8736670172
50f561f3fdc9f065f00057ab,24.310952955
50f56060fdc9f065f0005167,25.2839741275
50f56092fdc9f065f0005229,28.5857517374
50f561a0fdc9f065f000561e,32.6525997414
50f56267fdc9f065f00059e9,28.5930200054
50f5611ffdc9f065f0005429,25.8333267708
50f561f3fdc9f065f00057b8,28.2668661215
50f562d6fdc9f065f0005a92,35.1448218932
50f560eefdc9f065f0005314,22.260617155
50f56268fdc9f065f0005a4a,21.5419309385
50f56088fdc9f065f00051a0,26.0443642653
50f5625bfdc9f065f000596d,23.2065479905
50f56205fdc9f065f00058df,22.7791792561
50f560f2fdc9f065f0005345,24.9217564932
50f5609cfdc9f065f00052e1,31.4177085193
50f562d5fdc9f065f0005a80,25.1802131687
50f56121fdc9f065f000544a,27.9889013774
50f56088fdc9f065f0005198,31.8709234932
50f561cbfdc9f065f0005710,30.3758278527
50f5625ffdc9f065f00059a3,30.7332700853
50f5625bfdc9f065f0005975,26.9547727919
50f56195fdc9f065f0005569,28.1230993573
50f560edfdc9f065f0005309,25.9830950524
50f56259fdc9f065f0005948,25.5179468931
50f561bdfdc9f065f000564e,20.5215337349
50f5609bfdc9f065f00052a2,22.4754224978
50f561cbfdc9f065f000572a,25.8807303108
50f562e2fdc9f065f0005b2b,25.2914062702
50f561c4fdc9f065f00056b8,26.8930508901
50f56126fdc9f065f00054ab,25.2748694374
50f5609afdc9f065f000528f,19.9628502403
50f5608dfdc9f065f00051f0,28.3602842496
50f56204fdc9f065f00058ca,34.2581838746
50f5609cfdc9f065f00052e5,25.7350648188
50f561f3fdc9f065f00057bb,32.6739616041
50f56203fdc9f065f0005892,18.3545631612
50f5619ffdc9f065f0005605,28.8894695326
50f561f3fdc9f065f00057b1,30.0061067683
50f5625ffdc9f065f000599e,18.9470466393
50f5625ffdc9f065f00059b1,23.8950786207
50f561f1fdc9f065f0005796,23.3066983954
50f5609afdc9f065f000526b,34.8269872291
50f562e4fdc9f065f0005b8f,25.9821377076
50f56204fdc9f065f000589d,36.505271935
50f56268fdc9f065f0005a41,31.1880857179
50f56099fdc9f065f0005257,29.2635089052
50f56086fdc9f065f0005173,31.6268520877
50f5608efdc9f065f00051f7,26.9206660667
50f5612dfdc9f065f00054da,25.3242756474
50f5609cfdc9f065f00052eb,29.1178961328
50f5612dfdc9f065f00054bf,24.304681766
50f56091fdc9f065f0005209,22.8544791954
50f560fbfdc9f065f00053e2,20.1023941513
50f56196fdc9f065f0005577,30.6471633095
50f5609bfdc9f065f00052aa,23.7417761532
50f561c4fdc9f065f00056ae,21.1591775881
50f56257fdc9f065f0005922,18.8148948577
50f560f2fdc9f065f0005346,25.8003085536
50f56125fdc9f065f0005484,30.0273324311
50f561c1fdc9f065f0005690,14.4779371923
50f5608afdc9f065f00051b6,32.0820295743
50f56198fdc9f065f00055a8,24.3577663681
50f561cafdc9f065f00056f2,24.7231043936
50f560edfdc9f065f0005302,27.1012525267
50f5611dfdc9f065f0005413,33.7817458647
50f56195fdc9f065f0005568,27.2917587135
50f5611dfdc9f065f0005406,26.3272715124
50f562e2fdc9f065f0005b2a,27.4944967321
50f56267fdc9f065f00059d2,29.7117774559
50f562ddfdc9f065f0005b0e,31.8592241605
50f562d7fdc9f065f0005aad,18.8762662428
50f561c1fdc9f065f000568b,33.0438360289
50f56092fdc9f065f000524a,31.9885708276
50f56257fdc9f065f000592e,27.9699408409
50f561bcfdc9f065f0005640,28.8274499392
50f561ccfdc9f065f000574c,27.3207195034
50f561a0fdc9f065f0005615,32.0411123375
50f5619ffdc9f065f00055ec,22.7163719123
50f56205fdc9f065f00058f4,27.1491599929
50f56269fdc9f065f0005a6b,28.6112888862
50f561f0fdc9f065f0005780,30.9773083485
50f5608dfdc9f065f00051e7,28.8828815085
50f562d6fdc9f065f0005aa3,30.7520672153
50f5619ffdc9f065f0005608,29.6527860521
50f56268fdc9f065f0005a1f,23.3314840451
50f5625ffdc9f065f0005995,24.6231395815
50f562d8fdc9f065f0005abc,30.7586667771
50f561a0fdc9f065f0005628,21.898317292
50f5609afdc9f065f0005264,28.0142670427
50f5612efdc9f065f0005525,28.6906683348
50f560f9fdc9f065f000538b,27.2724991103
50f561ccfdc9f065f0005751,23.1157236616
50f560effdc9f065f0005322,28.6619322568
50f561cbfdc9f065f0005705,29.8643839289
50f56204fdc9f065f00058b1,26.4315325969
50f56269fdc9f065f0005a51,25.443929515
50f561cbfdc9f065f0005716,29.4205065431
50f5611dfdc9f065f0005401,33.3008718723
50f5609bfdc9f065f00052af,26.8591449417
50f561c1fdc9f065f0005689,27.5300549629
50f56260fdc9f065f00059ba,27.1446554619
50f56091fdc9f065f000521d,20.4227795526
50f56260fdc9f065f00059c9,23.3572660355
50f56259fdc9f065f000593f,22.6708633072
50f560ecfdc9f065f00052fa,28.1820889135
50f56198fdc9f065f000558e,26.3240188466
50f561ccfdc9f065f000573b,21.2051826266
50f5608dfdc9f065f00051db,24.0371024188
50f561c4fdc9f065f00056b5,28.1400040415
50f56087fdc9f065f000518a,34.6704666452
50f5608afdc9f065f00051b2,25.2749871757
50f562e2fdc9f065f0005b25,19.5549864439
50f5609bfdc9f065f00052bd,21.1451826994
50f56269fdc9f065f0005a76,24.0350612535
50f5612dfdc9f065f00054d1,19.3944262011
50f56126fdc9f065f00054a9,22.53254573
50f5609cfdc9f065f00052e7,27.1876383083
50f560effdc9f065f0005317,28.1481239739
50f562e4fdc9f065f0005b86,26.3898097205
50f562e3fdc9f065f0005b4e,25.0443055706
50f561c5fdc9f065f00056e2,29.2080276567
50f561c4fdc9f065f00056c8,27.8873689755
50f56203fdc9f065f0005883,28.4029505154
50f562e3fdc9f065f0005b53,24.8400949683
50f562e3fdc9f065f0005b44,18.3871900158
50f56120fdc9f065f000543d,24.5500194391
50f561a0fdc9f065f0005634,29.6107740978
50f5611cfdc9f065f00053fa,34.6285537188
50f561fafdc9f065f000581a,33.4125042255
50f560fafdc9f065f00053ae,27.0030046489
50f56120fdc9f065f0005436,37.1596319947
50f5608dfdc9f065f00051e4,21.2960687363
50f560fbfdc9f065f00053de,19.1633200235
50f5609bfdc9f065f00052d9,27.042985279
50f562d5fdc9f065f0005a82,25.0196420608
50f561fbfdc9f065f000582c,26.1417562883
50f561fafdc9f065f0005810,32.2443716797
50f56269fdc9f065f0005a6e,27.5740099301
50f5609cfdc9f065f00052dd,27.1477349322
50f5608dfdc9f065f00051de,27.1460423547
50f561effdc9f065f0005771,25.338148317
50f5619ffdc9f065f00055f4,23.9295808502
50f56125fdc9f065f000546e,34.6436755727
50f56196fdc9f065f0005581,25.4287473713
50f562e2fdc9f065f0005b1f,20.5908095566
50f561cbfdc9f065f0005718,27.2908589952
50f560fafdc9f065f00053c7,23.2673418994
50f5608bfdc9f065f00051d7,23.0518529564
50f5612dfdc9f065f00054cf,28.8987766454
50f5612dfdc9f065f00054e6,25.4417985299
50f560effdc9f065f000531e,26.9267951497
50f561cbfdc9f065f00056ff,22.6530631414
50f560f2fdc9f065f0005351,29.6006925568
50f56092fdc9f065f0005237,24.6189887216
50f5619afdc9f065f00055d0,24.4092418632
50f56202fdc9f065f0005859,22.4403450764
50f561cbfdc9f065f000570c,26.9657705221
50f561fafdc9f065f000581c,22.7760444178
50f56267fdc9f065f00059e5,20.0950158068
50f561ccfdc9f065f0005764,21.8269242885
50f560f4fdc9f065f000536c,25.625937417
50f561f4fdc9f065f00057ce,33.2188024468
50f561f3fdc9f065f00057b7,32.0047948876
50f561fafdc9f065f0005813,29.1784461503
50f5609bfdc9f065f00052c7,25.0
50f560fafdc9f065f00053c3,25.0
50f562dafdc9f065f0005acf,22.5617907039
50f561befdc9f065f0005662,25.0
50f5612ffdc9f065f0005538,28.1477639596
50f5609afdc9f065f0005293,31.2319259559
50f5611efdc9f065f000541c,29.331076136
50f5608bfdc9f065f00051d0,25.9845930049
50f5609bfdc9f065f00052bb,22.3318359193
50f562dafdc9f065f0005ad9,26.2725183343
50f561a0fdc9f065f0005629,20.149587457
50f560f5fdc9f065f000537b,25.7145920976
50f5612ffdc9f065f0005532,28.1730757115
50f562e4fdc9f065f0005b81,27.5451572757
50f56267fdc9f065f0005a06,26.0058980069
50f56086fdc9f065f000517c,19.55222057
50f561f3fdc9f065f00057b0,28.1730757115
50f560f4fdc9f065f000536d,19.7516613477
50f562d5fdc9f065f0005a83,20.3043025563
50f5608efdc9f065f00051fe,22.5617907039
50f560f0fdc9f065f0005334,22.8884392156
50f562e3fdc9f065f0005b6a,26.6449760678
50f5619ffdc9f065f00055fd,25.0
50f56269fdc9f065f0005a74,28.1730757115
50f56203fdc9f065f0005874,19.6125778585
50f5609afdc9f065f0005263,22.6090060483
50f56197fdc9f065f0005583,29.0937448048
50f561f6fdc9f065f00057e8,31.260077589
50f56088fdc9f065f00051a1,32.0522811636
50f56195fdc9f065f000556a,27.7034849492
50f5612efdc9f065f0005500,29.4145637719
50f561cafdc9f065f00056eb,19.1902724393
50f56256fdc9f065f000591d,29.703159626
50f56204fdc9f065f00058bb,25.0
50f5611cfdc9f065f00053ff,29.9026510694
50f56204fdc9f065f00058c7,25.0
50f560fafdc9f065f00053c9,27.6044673515
50f5625ffdc9f065f0005992,25.0
50f5619ffdc9f065f00055f0,21.9401346484
50f56260fdc9f065f00059cd,32.9002994727
50f5609afdc9f065f0005298,30.3145641
50f56205fdc9f065f00058dc,28.6362188064
