location_id,trueskill_score
50f56086fdc9f065f0005180,30.0584636826
50f561c4fdc9f065f00056b6,22.4629602944
50f560effdc9f065f000531a,20.2195473844
50f560fafdc9f065f00053cb,25.2587899064
50f5611dfdc9f065f000540b,18.6530679191
50f56196fdc9f065f0005575,27.1158641155
50f5612dfdc9f065f00054c5,21.7832621609
50f5625ffdc9f065f0005988,30.9282308273
50f5612efdc9f065f00054f3,16.1885698781
50f56204fdc9f065f00058b2,18.8151395839
50f56060fdc9f065f000515e,20.2304499119
50f56060fdc9f065f000515f,24.4682983547
50f56060fdc9f065f0005160,25.7060834362
50f56060fdc9f065f0005163,25.0
50f56060fdc9f065f0005167,21.2666386391
50f56061fdc9f065f000516b,16.3747265517
50f56061fdc9f065f000516c,25.4193858514
50f56061fdc9f065f0005170,31.7003208883
50f56086fdc9f065f000517c,23.3693938009
50f56087fdc9f065f0005183,29.2688813677
50f56087fdc9f065f0005188,26.4172171892
50f56087fdc9f065f000518a,20.2304499119
50f56088fdc9f065f0005190,25.5158873918
50f56088fdc9f065f0005193,29.8022483322
50f56088fdc9f065f0005195,25.9606780153
50f56088fdc9f065f0005196,23.8391939923
50f56088fdc9f065f0005199,26.9436944773
50f56088fdc9f065f000519c,16.4533190724
50f56088fdc9f065f000519d,25.0
50f56088fdc9f065f00051a0,29.7695500881
50f56089fdc9f065f00051a2,25.0
50f56089fdc9f065f00051a3,17.7742947587
50f56089fdc9f065f00051a9,29.7695500881
50f56089fdc9f065f00051aa,25.2904900378
50f56089fdc9f065f00051ab,29.7695500881
50f56089fdc9f065f00051ad,21.7788174895
50f5608afdc9f065f00051b2,30.4045400737
50f5608afdc9f065f00051b3,25.0
50f5608afdc9f065f00051b5,31.2868725679
50f5608afdc9f065f00051b6,28.5139372288
50f5608afdc9f065f00051bb,21.0396456731
50f5608afdc9f065f00051bd,16.1935124725
50f5608afdc9f065f00051be,24.0360994693
50f5608afdc9f065f00051c1,24.2547625283
50f5608afdc9f065f00051c3,32.9192729038
50f5608afdc9f065f00051c7,29.7695500881
50f5608bfdc9f065f00051ca,26.3875329417
50f5608bfdc9f065f00051cd,21.3662248173
50f5608bfdc9f065f00051d0,25.5158424726
50f5608bfdc9f065f00051d5,24.9421314264
50f5608bfdc9f065f00051d6,23.5162281722
50f5608dfdc9f065f00051db,28.7333613609
50f5608dfdc9f065f00051dd,27.7289097712
50f5608dfdc9f065f00051e2,29.7695500881
50f5608dfdc9f065f00051e3,20.2304499119
50f5608dfdc9f065f00051e7,14.52486236
50f5608dfdc9f065f00051e8,29.7695500881
50f5608dfdc9f065f00051e9,25.0
50f5608dfdc9f065f00051ee,32.4103955959
50f5608dfdc9f065f00051ef,25.0
50f5608dfdc9f065f00051f0,20.2459269713
50f5608dfdc9f065f00051f2,16.9816671876
50f5608efdc9f065f00051f4,28.7333613609
50f5608efdc9f065f00051f5,20.2304499119
50f5608efdc9f065f00051f9,28.1730757115
50f5608efdc9f065f00051fa,24.9421314264
50f5608efdc9f065f00051fc,25.0
50f5608efdc9f065f00051fd,25.0
50f5608efdc9f065f00051fe,24.9421314264
50f5608efdc9f065f0005200,18.8692999511
50f5608efdc9f065f0005202,18.1596936663
50f56091fdc9f065f0005205,22.3258218154
50f56091fdc9f065f0005206,24.0773669459
50f56091fdc9f065f0005208,25.0
50f56091fdc9f065f0005209,26.3438175888
50f56091fdc9f065f000520b,23.4887483096
50f56091fdc9f065f000520c,18.7525609957
50f56091fdc9f065f0005211,18.3153113076
50f56091fdc9f065f0005212,28.0384035642
50f56091fdc9f065f0005214,24.1323043761
50f56091fdc9f065f0005217,25.0578685736
50f56091fdc9f065f0005218,18.9646570967
50f56091fdc9f065f0005221,21.7788174895
50f56092fdc9f065f0005226,29.1182871827
50f56092fdc9f065f0005231,20.2304499119
50f56092fdc9f065f0005235,19.5013917908
50f56092fdc9f065f0005237,32.8732938424
50f56092fdc9f065f000523e,25.0
50f56092fdc9f065f000523f,17.2327637062
50f56092fdc9f065f0005241,15.2016060192
50f56092fdc9f065f0005243,30.8395197626
50f56092fdc9f065f0005247,26.4359446896
50f56092fdc9f065f000524a,17.4134309272
50f56092fdc9f065f000524c,33.1785965211
50f56099fdc9f065f000524d,31.5488349857
50f56099fdc9f065f0005251,22.2515749595
50f56099fdc9f065f0005254,31.2174132136
50f56099fdc9f065f0005256,26.2545780558
50f56099fdc9f065f0005259,24.1023019409
50f56099fdc9f065f000525a,19.6532566952
50f5609afdc9f065f000525f,20.2304499119
50f5609afdc9f065f0005262,29.7695500881
50f5609afdc9f065f0005265,24.5350182309
50f5609afdc9f065f0005266,21.7085047722
50f5609afdc9f065f0005269,25.0
50f5609afdc9f065f000526a,16.7042950869
50f5609afdc9f065f000526b,16.4926087038
50f5609afdc9f065f000526d,29.7695500881
50f5609afdc9f065f0005271,27.8420751726
50f5609afdc9f065f0005272,18.4032706028
50f5609afdc9f065f0005274,20.2304499119
50f5609afdc9f065f0005279,19.1726937851
50f5609afdc9f065f000527f,19.6066529068
50f5609afdc9f065f0005280,30.4406150561
50f5609afdc9f065f0005282,23.5826896006
50f5609afdc9f065f0005283,30.6057409854
50f5609afdc9f065f0005284,32.3611351345
50f5609afdc9f065f0005285,29.7695500881
50f5609afdc9f065f0005288,13.3769629914
50f5609afdc9f065f000528c,25.1064501331
50f5609afdc9f065f0005290,29.7695500881
50f5609afdc9f065f0005295,22.0235376304
50f5609afdc9f065f0005297,29.007391681
50f5609afdc9f065f0005299,25.0
50f5609afdc9f065f000529a,17.0407496391
50f5609bfdc9f065f000529e,28.0450122505
50f5609bfdc9f065f00052a1,30.3794780011
50f5609bfdc9f065f00052a3,24.9421314264
50f5609bfdc9f065f00052a5,21.2666386391
50f5609bfdc9f065f00052a7,29.7695500881
50f5609bfdc9f065f00052a8,29.1537793835
50f5609bfdc9f065f00052aa,20.2304499119
50f5609bfdc9f065f00052ac,30.2212612693
50f5609bfdc9f065f00052ad,23.8918010414
50f5609bfdc9f065f00052ae,25.0
50f5609bfdc9f065f00052b1,25.0
50f5609bfdc9f065f00052b4,20.2304499119
50f5609bfdc9f065f00052b9,18.7525609957
50f5609bfdc9f065f00052ba,30.9154869228
50f5609bfdc9f065f00052bd,13.8627130186
50f5609bfdc9f065f00052c2,22.1062928566
50f5609bfdc9f065f00052c3,28.8885454659
50f5609bfdc9f065f00052c4,23.0437645754
50f5609bfdc9f065f00052c8,28.9482714329
50f5609bfdc9f065f00052c9,24.913130858
50f5609bfdc9f065f00052cc,20.2304499119
50f5609bfdc9f065f00052d0,25.0
50f5609bfdc9f065f00052d3,20.2304499119
50f5609bfdc9f065f00052d4,25.8321428488
50f5609bfdc9f065f00052d5,33.6889331321
50f5609bfdc9f065f00052d7,22.774196581
50f5609bfdc9f065f00052d8,25.0
50f5609cfdc9f065f00052dc,17.4984145017
50f5609cfdc9f065f00052df,20.2304499119
50f5609cfdc9f065f00052e2,32.5015854983
50f5609cfdc9f065f00052e3,17.0411510139
50f5609cfdc9f065f00052e8,21.2666386391
50f560ecfdc9f065f00052f2,24.6263902452
50f560ecfdc9f065f00052f4,31.505350866
50f560ecfdc9f065f00052f5,32.5015854983
50f560ecfdc9f065f00052f9,24.2547625283
50f560edfdc9f065f00052fc,17.4984145017
50f560edfdc9f065f0005305,25.9502690069
50f560edfdc9f065f0005307,25.0
50f560edfdc9f065f0005308,29.7695500881
50f560edfdc9f065f0005309,22.9830649946
50f560edfdc9f065f000530a,29.7695500881
50f560eefdc9f065f000530e,23.3210503336
50f560eefdc9f065f0005310,30.2564803696
50f560eefdc9f065f0005311,24.9421314264
50f560eefdc9f065f0005312,28.7333613609
50f560eefdc9f065f0005313,25.0
50f560eefdc9f065f0005315,29.7695500881
50f560effdc9f065f0005319,34.228553623
50f560effdc9f065f000531b,32.5015854983
50f560effdc9f065f000531c,25.0578685736
50f560effdc9f065f0005323,21.9180852739
50f560effdc9f065f0005325,25.0
50f560effdc9f065f0005326,20.2304499119
50f560f0fdc9f065f0005328,25.0
50f560f0fdc9f065f0005329,25.0
50f560f0fdc9f065f000532d,29.7695500881
50f560f0fdc9f065f000532f,19.6912381772
50f560f0fdc9f065f0005331,25.0
50f560f0fdc9f065f0005335,20.6826066064
50f560f1fdc9f065f0005337,24.5121426248
50f560f1fdc9f065f0005338,21.2666386391
50f560f1fdc9f065f000533a,19.6389131083
50f560f1fdc9f065f000533c,24.9421314264
50f560f1fdc9f065f000533e,25.0
50f560f1fdc9f065f000533f,25.7697198591
50f560f1fdc9f065f0005341,32.9122798973
50f560f2fdc9f065f0005349,26.8734274325
50f560f2fdc9f065f000534a,22.5049263487
50f560f2fdc9f065f000534c,28.5477713462
50f560f2fdc9f065f000534d,22.2633249564
50f560f2fdc9f065f000534e,29.7695500881
50f560f2fdc9f065f0005350,20.2304499119
50f560f4fdc9f065f0005359,25.0
50f560f4fdc9f065f000535d,14.6461445259
50f560f4fdc9f065f0005360,29.7695500881
50f560f4fdc9f065f0005361,33.3845103216
50f560f4fdc9f065f0005366,25.0
50f560f4fdc9f065f0005367,19.4379093502
50f560f4fdc9f065f0005369,20.2304499119
50f560f4fdc9f065f000536a,26.1615641127
50f560f4fdc9f065f000536f,29.7695500881
50f560f4fdc9f065f0005370,25.0
50f560f4fdc9f065f0005373,25.0
50f560f4fdc9f065f0005374,21.7788174895
50f560f4fdc9f065f0005376,27.329764513
50f560f5fdc9f065f0005379,25.0578685736
50f560f5fdc9f065f000537b,32.6815049051
50f560f5fdc9f065f000537c,23.445160508
50f560f5fdc9f065f000537e,21.7788174895
50f560f5fdc9f065f0005382,26.7927787192
50f560f5fdc9f065f0005384,22.0947032309
50f560f5fdc9f065f0005385,17.7129604298
50f560f5fdc9f065f0005389,25.0
50f560f5fdc9f065f000538a,29.7695500881
50f560f9fdc9f065f000538f,21.8269242885
50f560fafdc9f065f0005391,25.5453676482
50f560fafdc9f065f0005393,29.7695500881
50f560fafdc9f065f0005397,20.2304499119
50f560fafdc9f065f000539a,29.7695500881
50f560fafdc9f065f000539c,27.8420751726
50f560fafdc9f065f000539f,29.7695500881
50f560fafdc9f065f00053a1,24.9421314264
50f560fafdc9f065f00053a3,17.4984145017
50f560fafdc9f065f00053a4,20.2304499119
50f560fafdc9f065f00053a6,20.2304499119
50f560fafdc9f065f00053ae,29.1443222952
50f560fafdc9f065f00053b0,20.2304499119
50f560fafdc9f065f00053b2,30.0618300693
50f560fafdc9f065f00053b3,23.3226430332
50f560fafdc9f065f00053b4,18.0819743704
50f560fafdc9f065f00053b5,28.2978227282
50f560fafdc9f065f00053b8,31.7003208883
50f560fafdc9f065f00053ba,34.2180348761
50f560fafdc9f065f00053bc,35.4725489478
50f560fafdc9f065f00053bd,33.2321945136
50f560fafdc9f065f00053c2,18.5093399954
50f560fafdc9f065f00053c5,28.7333613609
50f560fafdc9f065f00053c6,20.2304499119
50f560fafdc9f065f00053c7,24.6428125445
50f560fafdc9f065f00053c9,27.7082841091
50f560fafdc9f065f00053ca,22.5016842986
50f560fafdc9f065f00053cd,32.5015854983
50f560fbfdc9f065f00053d2,24.0014803966
50f560fbfdc9f065f00053d3,23.4261979364
50f560fbfdc9f065f00053d4,25.0
50f560fbfdc9f065f00053d7,30.2564803696
50f560fbfdc9f065f00053d8,29.7695500881
50f560fbfdc9f065f00053db,20.2304499119
50f560fbfdc9f065f00053e0,32.5015854983
50f560fbfdc9f065f00053e1,21.9733352885
50f560fbfdc9f065f00053e3,25.0578685736
50f560fbfdc9f065f00053e7,25.0
50f560fbfdc9f065f00053e8,22.9019300368
50f560fbfdc9f065f00053ea,17.4112635445
50f560fbfdc9f065f00053ed,25.0578685736
50f560fbfdc9f065f00053ef,26.4488113196
50f560fbfdc9f065f00053f2,20.2304499119
50f560fbfdc9f065f00053f3,28.8026302119
50f5611cfdc9f065f00053f8,20.0832882136
50f5611cfdc9f065f00053fe,25.0
50f5611dfdc9f065f0005401,25.0
